title,text,rating,id,language,reviewer,location,cons,pros,url,datetime,reviewer_employee_type,job_work_and_life_balance_rating,compensation_and_benefits_rating,job_security_and_advancement_rating,management_rating,job_culture_rating
ελιπέστατη εκπαίδευση  κάκιστα ωράρια  πενιχροί μισθοί,η εκπαίδευση είναι 2 βδομάδες που  απλά διαβάζεις  τα guidelines και μερικά τεστ που καμία σχέση  δεν έχουν με την πραγματικότητα  1 βδομάδα όπου ακούς κλήσεις (shadowing) και 1  βδομάδα  που  σε  βοηθάει παλιός.Μετά σε πετάνε παραγωγή χωρίς  καμία  βοήθεια  ή στίριξη.Τα  ωράρια είναι άθλια  (10 από  τους 12  μήνες βράδυ 1-9 2-10 3-11 ) και σπάνια  ρεπό ΣΚ.Αργίες εθνικές  γιορτές τις εργάζεσαι.Τα  πάντα ελέγχονται και καταγράφονται από πόσα δευτερόλεπτα  ποιο  αργά έκανες  log  in μέχρι και πόση  ώρα  σου  πήρε  να κλέισεις  μια  υπόθεση.30 λεπτά  διάλειμα που  πρέπει  να το πάρεις όπως λέει το πρόγραμμα.Καμία αξιοκρατία για προαγωγές(άμα  έχεις  άκρη και κονέ μόνο τότε)με τραγικές  καταστάσεις όπου άτομα που δεν  είχαν ιδέα από  το αντικείμενο να  γίνονται head of department.Αγενείς πελάτες  που  δεν  ξέρουν  τι πάει  να  πει όχι και  απλά απαιτούν φωνάζουν  βρίζουν και  εσύ πρέπει να κάθεσαι και να είσαι ευγενικός.Πριν  το καλοκαίρι παιρνουν εποχικά  άτομα με κάκιστη  εκπαίδευση οπότε πρέπει   οι μόνιμοι να  βγάλουν το φίδι από  την τρύπα.Συνεχείς κλήσεις.Το ελληνικό  τμήμα  αν και από τα  καλύτερα τους παραμένει το ποιο κακοπληρωμένο (750 καθαρά ανεβαίνει λίγο με βραδυνά κυριακες αργίες).Ανώτερες  θέσεις πχ Team Leader  Seniorκλπ παίρνουν ψίχουλα  σε  σχέση με άλλα  γραφεία  ή  άλλες ξενόγλωσσες θέσεις. Ο SNR της Ολλανδίας παίρνει 1600 EUR  ο  SNR  της Ελλάδας 880 και ο German speaking agent  με μηδενικές υποχρεώσεις 1000-1100.Καμία  επαφή  της  διοίκησης με  τις  γραμμές με αποτέλεσμα να βγαίνουν αποφάσεις  που  δεν  βγάζουν καμία λογική και δεν έχουν καμία εφαρμογή.  Το  πρόγραμμα που  χρησιμοποιούν είναι τίγκα στα  bugs  τα οποία κάνουν μέχρι και 2 χρόνια  να  λυθούν( tip δεν λύνονται απλά τα βάζουν κάτω  από το χαλί μέχρι να  ξαναεμφανιστούν).0  ισσοροπία ζωής εργασίας απίστευτο άγχος με σωματική και ψυχολογική πίεση ,1,1ha0fpim92eik001,el,CSG   SNR,"Athens, Αττική",όλα τα υπόλοιπα,25 μέρες άδεια break aux log out aux,https://indeed.com/cmp/Booking.com/reviews/%CE%B5%CE%BB%CE%B9%CF%80%CE%AD%CF%83%CF%84%CE%B1%CF%84%CE%B7-%CE%B5%CE%BA%CF%80%CE%B1%CE%AF%CE%B4%CE%B5%CF%85%CF%83%CE%B7-%CE%BA%CE%AC%CE%BA%CE%B9%CF%83%CF%84%CE%B1-%CF%89%CF%81%CE%AC%CF%81%CE%B9%CE%B1-%CF%80%CE%B5%CE%BD%CE%B9%CF%87%CF%81%CE%BF%CE%AF-%CE%BC%CE%B9%CF%83%CE%B8%CE%BF%CE%AF?id=3f1670454104f034,2023-09-10T00:00:00,Former Employee,1,1,1,1,1
flexibilidad en horarios ,"Son muy flexibles si necesitas un día libre, festejan diferentes días como navidad, halloween, etc… la prte dificil es hablar con clientes molestos y estar back to back en llamadas pero solo en temporada alta ",5,1h9pfoch2hakq801,es,Customer Service Representative,"Monterrey, N. L.",trabaje los fines,"Seguro médico, prestaciones superiores a la ley, beneficios en tim hortons",https://indeed.com/cmp/Booking.com/reviews/flexibilidad-en-horarios?id=310cb1f13b0d12df,2023-09-07T00:00:00,Current Employee,5,5,5,5,5
"Ambiente dinamico, molto migliorabile","Ambiente dinamico, ottima cultura e nessuna barriera. 
Ritmi alti, poco data driven, molto (troppo?) spinta alle vendite, più quantità che qualità. 
Possibilità di carriera solo ad Amsterdam",3,1h91r5cqgkcqi800,it,Account Manager,Veneto,"Valutazione del lavoro solo sui numeri, tipo telemarketing. Molto apprezzato lo show pony","Stipendio, benefit",https://indeed.com/cmp/Booking.com/reviews/ambiente-dinamico-molto-migliorabile?id=738095247d320dc4,2023-08-29T00:00:00,Current Employee,3,5,3,2,3
positif,"-bon esprit d'entreprise avec une ambiance internationale.
- Au quotidien,  gestion de réclamations par téléphone et par email pour des clients francophones ou anglophones.",4,1h8ekjvsji93c800,fr,Chargée de clientèle,Tourcoing (59),,,https://indeed.com/cmp/Booking.com/reviews/positif?id=49ca757c7e19252b,2023-08-22T00:00:00,Former Employee,0,0,0,0,0
Can’t complain,I was laid off as a customer service rep. The pay could’ve been better but other than that everything else was great. Probably the best company I ever worked for. Have friends that still work there and they are doing great. I sincerely feel they value their employees. ,5,1h7rhj9m1m6os802,en,Accommodation service rep,Remote,"Favoritism when promoting, some people in charge have no business being there",For the most part everything.,https://indeed.com/cmp/Booking.com/reviews/can-t-complain?id=bf88474486b1c4a7,2023-08-14T00:00:00,Former Employee,5,5,5,5,5
Started as an exciting journey and ended as a disappointing failure with so much unfilled potential!,"What is the best part of working at the company?
The people and culture that was built over the course of the first 10 years!

What is the most stressful part about working at the company?
The company did a great job of making it's employees comfortable. They focused on work/life balance and consistency acted on employees feedback. They provided training for handling stress and many other valuable resources whether it be work or life related.

What is the work environment and culture like at the company?
It was a diverse and inclusive environment where upper management focused on employee engagement and health. It sounds cliche but it really was like a family. Everyone was encouraged to share their thoughts good or indifferent and if an issue came up, the company did it's best to rectify it! 
However all that changed significantly when new leadership took over at the highest levels. You could feel a sizmic shift. Then COVID hit and mobile workplace was implemented. Leadership would speak to the employees via zoom and right away you could feel the disingenuous rhetoric about employees were at the forefront when in fact greed was the motivation!

What is a typical day like for you at the company?
We would come into work and listen to the CEO talk about how concerned he was for the employees and that the company was losing revenue. Which was true to an extent except for the fact they were receiving millions in support from the Dutch government and other agencies. Then the kicker was the CEO awarded himself a 7 million dollar bonus. This was proceeded by closing all North American offices and promises of jobs with a third party partner which never materialized! While we were still there the CEO gave the most cringe, phony, and almost comical speeches about how it was for the betterment of the business and they just couldn't afford to keep these offices functioning. Meanwhile the company was recovering and reporting massive quarterly earnings, building a billion dollar new HQ office in Amsterdam. I truly believe the new regime will eventually run what was once a global powerhouse who cared about it's customers, community, and employees into the ground. I don't wish this to happen but when greed and self loathing are the driving characteristics of the leader, unfortunately the inevitable is sure to surface.",3,1h6t61rtbkuje800,en,Team Leader,"Grand Rapids, MI",,,https://indeed.com/cmp/Booking.com/reviews/started-as-an-exciting-journey-and-ended-as-a-disappointing-failure-with-so-much-unfilled-potential?id=6a8a0487e2cc45ac,2023-08-03T00:00:00,Former Employee,0,0,0,0,0
Nooit gaan werken,Je bent een wegwerp product voor hun. Als je niet bij het kliekje hoor kan je het schudden typisch Amerikaanse cultuur.,2,1h6ivd3ugg827800,nl,Klantenservice medewerker,Amsterdam,Alles,Niks noppes nada,https://indeed.com/cmp/Booking.com/reviews/nooit-gaan-werken?id=f6efa135a77b0510,2023-07-30T00:00:00,Former Employee,2,1,1,1,1
"Bad,toxic and spying ","The working environment at the office is very poor due to so much toxicity and always loud. It gives headaches and mentally effects you, the option to work from home is available but not very suitable for everyone. Managers are not there to help you but rather to put you on the spot as soon as you slip up on anything. The managers and coulluges have favorites. The rules and regulations of the company isn't very clear and what is being taken serious and what is taken less serious. Salaries are not revealed until you receive the contract for any position. Doesn't matter if you are applying from an external source or internal. The wages are not good enough for what you do. In my case (customer service). And it really teaches you the fact you can't trust anyone. Opportunities and projects are always keeps quiet and confidential and only a few select people can be involved and to progress. No clear promotion program available. Your hard work and effort isn't being recognized and your not being treated fairly. At the end of the year you get a bonus based on your work but they do not tell you how your end score is being judged. It's all a maze game and just plays with your mind. Also people with less skills and knowledge are more likely to get a higher position than you because it's not based on skill but rather personality and ars* lic*ing.",1,1h6cpk3n62946001,en,Customer Service,Manchester City Centre,"No flexibility or equality, pay is bad, micromanagement, toxic environment, poor management and development opportunities.","Free lunches, breakfast, coffee's, teas and fruits. Employer discount.",https://indeed.com/cmp/Booking.com/reviews/bad-toxic-and-spying?id=03eb976b607e2578,2023-07-27T00:00:00,Current Employee,1,1,1,1,1
Fun but micromanaging ,"Fun place to work but very on targets and being micro managed 
Be careful about trusting managers as everyone is there for themselves and no one has your back ",3,1h6a8b73pg3nq800,en,Guest Service Manager,"London, Greater London",,,https://indeed.com/cmp/Booking.com/reviews/fun-but-micromanaging?id=13d19b6ebce03d2b,2023-07-26T00:00:00,Former Employee,0,0,0,0,0
Very intensive job with average benefits ,"I worked at Booking.com for 6 years in the Customer Service department in Amsterdam (The Netherlands). It is very intensive job in a call center. Many colleagues went to burn out, some were leaving on the voluntary basis. Middle management is not professional and it is difficult to built a career if you don't have a managers-friends in your network.  ",4,1h4ordrluk7ja801,en,Customer Service Representative,Netherlands,,,https://indeed.com/cmp/Booking.com/reviews/very-intensive-job-with-average-benefits?id=e5d4f2a1f44b0efb,2023-07-07T00:00:00,Former Employee,0,0,0,0,0
productive and ongoing training job,"ongoing training, good support, good management. Overall, it's a straightforward job with excellent work atmosphere. 
The pay is ok but could be higher considering most agents speak at least 2/3 languages. This should be valued ",5,1h4el0gkn2eik000,en,Customer Service Advisor,"Manchester, Greater Manchester",,,https://indeed.com/cmp/Booking.com/reviews/productive-and-ongoing-training-job?id=c0e775bed3ec9122,2023-07-03T00:00:00,Current Employee,0,0,0,0,0
I learned that I can add additional languages to my brand ,"What is the best part of working at the company?
Leading a team of new agents and helping to develop their skills.

What is the most stressful part about working at the company?
The hours were a bit odd and long 

What is the work environment and culture like at the company?
Fun and exciting, a lot of new things daily 

What is a typical day like for you at the company?
A lot of 1:1 coaching for my team",5,1h3ujgvf1ikop800,en,Team Leader,"Toronto, ON",,,https://indeed.com/cmp/Booking.com/reviews/i-learned-that-i-can-add-additional-languages-to-my-brand?id=a26caab8b212e8d2,2023-06-27T00:00:00,Former Employee,0,0,0,0,0
Great place to work ,Booking.com is a company focused not just in the customer experience but on the development of their employees. They offered plenty of support and you will have opportunity to growth.,5,1h3g4opn52eik000,en,CS advisor,"Manchester, Greater Manchester",,,https://indeed.com/cmp/Booking.com/reviews/great-place-to-work?id=7c04756e65b1eca4,2023-06-21T00:00:00,Current Employee,0,0,0,0,0
Good working atmosphere,"Working at Booking.com has been a rewarding experience overall, allowing me to develop valuable skills and contribute to a dynamic and fast-paced environment.",4,1h3fq8kf8jtv8800,en,Administratief medewerker,Amsterdam,,,https://indeed.com/cmp/Booking.com/reviews/good-working-atmosphere?id=e7807a03b864012d,2023-06-21T00:00:00,Former Employee,0,0,0,0,0
Fun workplace,"Amazing place to work where you have a lot of fun but the career progression is slow. Salary and bonuses are quite ok, they do a lot of social events and parties.
",5,1h30kfm4di90l801,en,Customer Service Representative,London,,,https://indeed.com/cmp/Booking.com/reviews/fun-workplace?id=21ce78d315c1f0ee,2023-06-15T00:00:00,Former Employee,0,0,0,0,0
Terrible workplace culture and poor leadership.,"This is by far the worst place I've ever worked for. They pretend to care (about employees and customers), but they'll take any opportunity to take advantage of anyone. Workplace culture is pathetic and the leadership even more.",1,1h2orgc20281h001,en,Customer Service Representative,Remote,,,https://indeed.com/cmp/Booking.com/reviews/terrible-workplace-culture-and-poor-leadership?id=299d8c542ddaf0d4,2023-06-12T00:00:00,Current Employee,4,2,1,1,1
Productive and fun work place,"What is the best part of working at the company?
The coworkers and our guest were very enjoyable

What is the most stressful part about working at the company?
When a hotel lost guest family holiday

What is the work environment and culture like at the company?
Professional and accepting of diversity 

What is a typical day like for you at the company?
Phones emails chats breaks lunch interacting with guest and concierge and coworkers",5,1h2ofa5e9281h000,en,Customer Service Executive,"Bellevue, WA",,,https://indeed.com/cmp/Booking.com/reviews/productive-and-fun-work-place?id=aca55a31034111f7,2023-06-12T00:00:00,Former Employee,0,0,0,0,0
Fun workplace ,"Everyday you have to contact a lot of customers 
Which is good for me , and the special part is that i have to find a solution for every customer for a different issues. It’s like a puzzle game",5,1h2mo0s6mi83n800,en,Customer Service Specialist,Tunis,Pressure,Free gym,https://indeed.com/cmp/Booking.com/reviews/fun-workplace?id=25cace5bac925e23,2023-06-11T00:00:00,Current Employee,5,4,5,4,5
"it's Alright, better than most places","Good for a start up opportunity, but you are microscoped managed, thought i was applying for accommodation department until last interview i find out it's a car rental business. Lot's of career development opportunity, however there is always a catch, information is very hidden and hard to dig up, both for internal opportunities' and from the outside, you need to always chase up things with managers, on a personal level the managers are good but they do not push you or remind you, you kind of feel like they don't care, people have favorites and very toxic environment, stressful and pain, at the end it will get to you and mentally you will be destroyed. ",3,1h2gp4ksjg3nc800,en,Customer Service Advisor,"Manchester, Greater Manchester",,,https://indeed.com/cmp/Booking.com/reviews/it-s-alright-better-than-most-places?id=1409934504e6f100,2023-06-09T00:00:00,Current Employee,0,0,0,0,0
poor management,they dont care anything about employee but make you only work. management are poor and lunch break is unpaid. 25 days AL & bonus are the only good things.,1,1h1a8utn0g3m4800,en,Customer Service Advisor,"London, Greater London",,,https://indeed.com/cmp/Booking.com/reviews/poor-management?id=e853344d16a6df86,2023-05-25T00:00:00,Former Employee,0,0,0,0,0
"buen ambiente, horarios, bonos","dias divertidos, dinamicos, buenos jefes, comunicacion, horarios",5,1h13js993jr5n800,es,Customer Service Specialist,"Monterrey, N. L.","no incluye comedor subsidiado, algunos favoritismos para crecer",buen ambiente ligero,https://indeed.com/cmp/Booking.com/reviews/buen-ambiente-horarios-bonos?id=5341c5fc3aa24acd,2023-05-23T00:00:00,Former Employee,5,4,5,3,4
Great place to work. Amazing work environment. ,"It was a great place to work. Good work culture, Hybrid working, Nice managers. Until the redundancy, which came as a rude shock. Pay is also quite average.",4,1h0r5louikja1800,en,Sales Advisor,"Manchester, Greater Manchester",,,https://indeed.com/cmp/Booking.com/reviews/great-place-to-work-amazing-work-environment?id=0f948b3061ff39f5,2023-05-19T00:00:00,Former Employee,0,0,0,0,0
Great fun place to work ,I loved it there and the benefits were great as well the management staff could’ve been more helpful but the overall experience itself was great and it’s an all inclusive place to work as far as diversity goes ,5,1h0ati1mritm7800,en,Customer Service Representative,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/great-fun-place-to-work?id=e53bfaaec1f2cafe,2023-05-13T00:00:00,Former Employee,0,0,0,0,0
Fair Pay great culture and fair workload,"Unfortunally, the entired customer service workforce was outsourced to another company with not such great values or appreciation for their employees. The new company hanlding customer service for them does not offer fair pay or even a good working atmosphere. Information from management your future at the company or even about your day to day was alsmost imposible to obtain. ",5,1gvb696pkj4if801,en,Quality Advisor,United States,,,https://indeed.com/cmp/Booking.com/reviews/fair-pay-great-culture-and-fair-workload?id=9455728cdb78535a,2023-05-01T00:00:00,Former Employee,0,0,0,0,0
fun place but not worth it,"Look for something else.  i dont evne have 150 characters to describe it, its just not worth the time but benefits are ok and decent and there is a really easy way to get PTO.",2,1gune9f2gglq1800,en,Customer Service Partner Specialist,"Bellevue, WA",,,https://indeed.com/cmp/Booking.com/reviews/fun-place-but-not-worth-it?id=00fe205c4c6949de,2023-04-23T00:00:00,Former Employee,2,3,2,2,2
fun place but not worth it,"Look for something else.  i dont evne have 150 characters to describe it, its just not worth the time but benefits are ok and decent and there is a really easy way to get PTO.",2,1gune9f2gglq1800,en,Customer Service Partner Specialist,"Bellevue, WA",,,https://indeed.com/cmp/Booking.com/reviews/fun-place-but-not-worth-it?id=00fe205c4c6949de,2023-04-23T00:00:00,Former Employee,2,3,2,2,2
Amazing and kind place to work,It is sad the job ended the way it did thanks to COVID. They cared and gave their employees so many opportunities and genuinely cared about your well being.,5,1guf3fpu0g2rn800,en,Customer Service Representative,"Grand Rapids, MI",,,https://indeed.com/cmp/Booking.com/reviews/amazing-and-kind-place-to-work?id=fef33497c29cc01f,2023-04-20T00:00:00,Former Employee,0,0,0,0,0
Très bonne boîte ,"Très bonne expérience en tant que partner specialist bilingue.

Boîte très correcte avec ses salariés en terme de salaires mais aussi de bien être.

Franchement pas mal pour premier emploi ou carrière.",5,1guc8c9egoje5800,fr,Technicien Helpdesk,Lille (59),Des postes parfois déguisé en évolution qui n'en est pas vraiment.,Beaucoup d'avantages,https://indeed.com/cmp/Booking.com/reviews/tr%C3%A8s-bonne-bo%C3%AEte?id=dff161dbc486b260,2023-04-19T00:00:00,Former Employee,4,5,4,3,4
Good work life balance ,"Very good company in terms of perks and life work balance. Within the Cs department, it's very hard to progress. It's a good place to start from but not ideal if you looking to progress unless you are in a different department. 7",1,1gu96s5nhj9gj801,en,Sales Executive,"Manchester, Greater Manchester",,,https://indeed.com/cmp/Booking.com/reviews/good-work-life-balance?id=cf1aed48d9c59edc,2023-04-17T00:00:00,Current Employee,0,0,0,0,0
Gezellige werksfeer ,"Correcte bedrijf, toffe job. Multicultural bedrijft, met gelijke kans voor iedereen.",5,1gu75c0ca2m12001,nl,Customer Service Representative,Lille ,,Gratis ontbijt en namiddag buffet,https://indeed.com/cmp/Booking.com/reviews/gezellige-werksfeer?id=3a5018862bae8ec4,2023-04-17T00:00:00,Former Employee,5,5,5,5,5
Fun workplace,"TL was very supportive. Fun workplace. Good training, nice office in downtown Toronto (before the pandemic). Once you get a schedule it is really hard to change. Good PTOs, but always need to work at least 1 day of weekend. Nice pay.",5,1gtultg3fk5pm800,en,cs partner specialist,"Toronto, ON",,,https://indeed.com/cmp/Booking.com/reviews/fun-workplace?id=46efa367ed92ec35,2023-04-13T00:00:00,Former Employee,0,0,0,0,0
International Positive Environment,"You can easily adapt to the international environment. Good management.
You can apply internally to other departments after you have worked 6 months at you position.
",5,1gtu63fkk2m12000,en,Customer Service Representative,Amsterdam,,,https://indeed.com/cmp/Booking.com/reviews/international-positive-environment?id=cd1779828dbe9110,2023-04-13T00:00:00,Former Employee,0,0,0,0,0
Fun workplace ,"Great work environment, great supervisors and management. Lots of perks and bonuses. Cool office right downtown Toronto. Great coworkers. I actually miss working there",5,1gtjn81leg0ki802,en,Customer Service Representative,"Toronto, ON",,,https://indeed.com/cmp/Booking.com/reviews/fun-workplace?id=bd677b7ededba363,2023-04-09T00:00:00,Former Employee,0,0,0,0,0
Cool,"Loved it there, the managers were nice and there were not so many calls coming in at once. Your calls just get rated by the partners or customers, so can be a little tiring for that. The ",5,1gtdtarm8g0ki800,en,Customer Service Representative,"Winnipeg, MB",,,https://indeed.com/cmp/Booking.com/reviews/cool?id=4f28c58344c47422,2023-04-07T00:00:00,Current Employee,0,0,0,0,0
Productive and fun place,Everyone I worked with was gifted and unique. It was incredible to get to know and work with so many different nationalities and cultures. I appreciated Booking.com for providing a clear path for the duties of my job and how to move within the company to best suit a skill set. Lots of career support.,5,1gt3ujtplg4dn800,en,Customer Service Representative,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/productive-and-fun-place?id=1a99e225d7692641,2023-04-03T00:00:00,Former Employee,0,0,0,0,0
Productive and fun ,Very good company. The job can be stressful yet rewarding. I have learned how to deal with unpleasant customers. Working under pressure can be taught but gives you an opportunity to come out of your comfort zone.,5,1gt3hjb54iqtf800,en,Customer Service Representative,"London, OH",,,https://indeed.com/cmp/Booking.com/reviews/productive-and-fun?id=5cf7054b10d08a4c,2023-04-03T00:00:00,Former Employee,0,0,0,0,0
Based on numbers,"Typical call center environment, they are purely based on numbers. The only good thing were the people I worked with on the same team as me. Management tried to assist, but we’re pressured to keep numbers up in team.",2,1gsuvgv6ogagq800,en,Customer Service Representative,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/based-on-numbers?id=41a82dfd08ed233f,2023-04-01T00:00:00,Former Employee,0,0,0,0,0
Productive and fun environment,"Very friendly environment to work. 
Supportive colleagues with growth opportunities  ",4,1gsjuqb402954001,en,Customer Service,Amsterdam,"Salary can be a bit higher, and break and lunch should be taken in the allotted time & not when you need it","Free Lunch, team outings etc",https://indeed.com/cmp/Booking.com/reviews/productive-and-fun-environment?id=dcf8cf7c14fecb39,2023-03-28T00:00:00,Current Employee,4,4,4,4,5
Good working environment ,Good working environment but too bad it was not available anymore. We have very good rapport with various departments and we got to solve various issues from de-escalation issues to executive complaints.,3,1gs7c22v0i6ht802,en,Senior Customer Service Representative,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/good-working-environment?id=039af1ebb58d5ccd,2023-03-23T00:00:00,Former Employee,0,0,0,0,0
Company with a good work life balance,Currently we are practicing a hybrid work. company implemented this post covid. which will be good for everyone. Company look after their employees very well,5,1gs6da6qk22n3001,en,Account Manager,Colombo,,"Free Lunch, Flex to work",https://indeed.com/cmp/Booking.com/reviews/company-with-a-good-work-life-balance?id=9b9d0000abb8d809,2023-03-22T00:00:00,Current Employee,5,3,5,4,4
This is the best company I've ever worked for.,"Booking.com is already in the future, compensation package overall is one of the best out there, amount of PTO, job and life balance. Career advancement and opportunities are top. I worked there for 6 years, went from a call center agent to work in two other departments. They care for you as an employee , as any company they love money however  hey admit when they make mistake and aren't afraid to admit it and make things better, something i wish most companies would do. Booking is an European company for the most and i think is thanks to that that the benefits, management and work culture are so much more advance than companies in the USA. If you ever get the chance to work for them you are extremely lucky!. If you prepare well for an interview you can get anywhere there, I personally never saw favoritism, I genuinely did my best in the interviews and got the job. It is important o know that the interview is key here and they are not super easy, you do need to prepare yourself well. They will prepare you well for your future career.",5,1grstj0llg2ov800,en,Content Moderator,"Orlando, FL",Nothing literally,"Benefits, compensation package, culture, work life balance, people",https://indeed.com/cmp/Booking.com/reviews/this-is-the-best-company-i-ve-ever-worked-for?id=263f7f83d3f151f8,2023-03-19T00:00:00,Former Employee,5,5,5,5,5
"Horrible Management, Stressful job, Great ","Pros:
Free breakfast & lunch in the new Manchester office - Good team vibe

Cons:
Stressful job, Low pay, Horrible management. Even-though the company has a lot of good core values this does not apply within the business. A lot of favouritism and bullying goes on on the work floor by managers. It is not a good environment to work in. ",2,1grjekn33jkbg801,en,Customer Relations Advisor,"Manchester, Greater Manchester",,,https://indeed.com/cmp/Booking.com/reviews/horrible-management-stressful-job-great?id=b386c21f009ba0da,2023-03-15T00:00:00,Current Employee,0,0,0,0,0
The office is cool,"The mangers were nice and lots of diversity.
They offered free fruits, sometimes free food, nice company parties. And I limed the bonus too. But the pay is not the best.",4,1grch21k0mjjo802,en,Partner Customer Services Specialist,"Bellevue, WA",,,https://indeed.com/cmp/Booking.com/reviews/the-office-is-cool?id=b3dcdac438cd515b,2023-03-12T00:00:00,Former Employee,2,2,2,4,5
"Dinâmica, flexível","Empresa onde aprendi muito, dinâmica, agradável e bom benefícios, cultura e ambiente de trabalho muito bom, muitas pessoa bem formadas, ambiente competitivo e corporativo. ",5,1grajamqhirnt800,pt,Account Executive,"São Paulo, SP",,,https://indeed.com/cmp/Booking.com/reviews/din%C3%A2mica-flex%C3%ADvel?id=94e35980fe73881b,2023-03-12T00:00:00,Former Employee,0,0,0,0,0
You are a number not a person,"If you are trying to get in the company to thrive and develop yourself, will not happen. They are trying their best to keep everyone in the same department with no option for promotion. If you are 2 min late, you need to report to your manager and then write a whole report on how you will improve yourself. It is a tempo and you are always being watched and evaluated. They are digging for your mistakes, quality control is listening to your calls and evaluating your tone of voice and empathy. With them having none. Basically it is a corporate prison. Not a healthy company to work at, at least if you don’t want to end up with a burnout. It was the most awful experience to work there. Except lunch, nothing is good there. Don’t say no one told you. ",1,1gr5532ermnau802,en,Customer Service Representative,Amsterdam,"Treated like a number, not like a human.",Some colleagues,https://indeed.com/cmp/Booking.com/reviews/you-are-a-number-not-a-person?id=692fcb83cef12718,2023-03-10T00:00:00,Former Employee,1,1,1,1,1
