title,text,rating,id,language,reviewer,location,cons,pros,url,datetime,reviewer_employee_type,job_work_and_life_balance_rating,compensation_and_benefits_rating,job_security_and_advancement_rating,management_rating,job_culture_rating
review,"good companY. I enjoyed working here, someties they give you good support and sometimes not, it all depends on the situation with guests. Just be kind. ",3,1heometntiqsr800,en,Host,morocco,,,https://indeed.com/cmp/Airbnb/reviews/review?id=4a0203e4b6a8aa4c,2023-11-08T00:00:00,Current Employee,0,0,0,0,0
"To help get quality employees feedback,respectfully ","1:Schedule was sporadic but manageable 
2:is fantastic and such a delight to host. Communicates well, respectful of the place, and left everything clean. Really enjoyed hosting you 
3 :Listening to the employees is a central part of the Airbnb culture and is a great way of communicating trust. 
4",5,1hemhh46th1hb800,en,Contract Housekeeper,"Ottawa, ON",,,https://indeed.com/cmp/Airbnb/reviews/to-help-get-quality-employees-feedback-respectfully?id=ff55b197e24d3552,2023-11-07T00:00:00,Current Employee,5,5,5,5,5
Buen ambiente laboral ,"El ambiente laboral es agradable, la empresa busca siempre innovar en cuanto la plataforma
También es prioritaria la atención a los huéspedes alojados en airbnb ",5,1hek10st5kc12800,es,Administrador,"Playa del Carmen, QRoo.",,,https://indeed.com/cmp/Airbnb/reviews/buen-ambiente-laboral?id=968959241ee23ff2,2023-11-06T00:00:00,Former Employee,0,0,0,0,0
Great place to work,"People are super nice in Dublin office
Great work-life balance
Loads of fun activities at the office
Office is super central and I like it
Free breakfast & lunch ",4,1hebq2khi2947000,en,Analyst,"Dublin, County Dublin",,,https://indeed.com/cmp/Airbnb/reviews/great-place-to-work?id=18011aa60ba3c2b2,2023-11-03T00:00:00,Current Employee,0,0,0,0,0
"Productive, simple quiet environment, like a lot of cleaning jobs","What is the best part of working at the company?
The pay, at least from the owners of the Airbnb 

What is the most stressful part about working at the company?
When I had a limited time to clean it before the next guest 

What is the work environment and culture like at the company?
Well I was usually by myself, but it was fun to dance while cleaning 

What is a typical day like for you at the company?
Cleaning mostly, unless I didn’t have a job that day",4,1hdm7ra6ihsko800,en,Cleaner,"Rexburg, ID",,,https://indeed.com/cmp/Airbnb/reviews/productive-simple-quiet-environment-like-a-lot-of-cleaning-jobs?id=e0f53dbac862dc13,2023-10-26T00:00:00,Former Employee,0,0,0,0,0
"It's fun and productive to host families, and make them feel welcome. ","What is the best part of working at the company?
I love working for myself and I love hosting families that travel to our city from all of the world. It's meeting new people and learning about different cultures that attracts me. I also love traveling myself and staying at other Airbnb's. 

What is the most stressful part about working at the company?
I do rental Arbitrage, therefore I get to pay the bills.

What is the work environment and culture like at the company?
Hassle and busses every day. Busy as a bee, cleaning and organizing and answering text messages for perspective guests.

What is a typical day like for you at the company?
I like making my guests happy by providing a clean and tidy atmosphere so they fill at home.",5,1hd5e0lnm28lk001,en,Business Owner,"Reno, NV",,,https://indeed.com/cmp/Airbnb/reviews/it-s-fun-and-productive-to-host-families-and-make-them-feel-welcome?id=8e383f3330dd5e89,2023-10-19T00:00:00,Current Employee,0,0,0,0,0
Bookings Agent,"Great flow of guests always have fully booked rooms , however people do very much love to complain and be quite unreasonable. Airbnb often take the guests side but have supported us too at times",4,1hc200qdtjkl1802,en,Self Employed,Wirral,,,https://indeed.com/cmp/Airbnb/reviews/bookings-agent?id=536ad5c91e989c9f,2023-10-06T00:00:00,Former Employee,0,0,0,0,0
Fun job experience,Airbnb provides a flexible work environment for all hosts. I enjoyed having several units and meeting lots of people. Money is good but competitive market. ,5,1hbutu08ljc9s800,en,Host,"Nashville, TN",,,https://indeed.com/cmp/Airbnb/reviews/fun-job-experience?id=198eac41b8b56cf7,2023-10-04T00:00:00,Former Employee,0,0,0,0,0
No regrets. ,"What is the best part of working at the company?
The company provides a platform, where talented people can shine. 

What is the most stressful part about working at the company?
When the company tries to tell us, which guest we should not reject. 

What is the work environment and culture like at the company?
Overall, it's a great company to work for. 

What is a typical day like for you at the company?
It depends as when we are in between two bookings, it's the most stressful time as we have to prepare the place for the next guest. Once the guest arrives, it usually time to relax a bit.",5,1hbu2u4srjkl7801,en,Airbnb Superhost,Karachi,,,https://indeed.com/cmp/Airbnb/reviews/no-regrets?id=93b1981c931dc441,2023-10-04T00:00:00,Current Employee,0,0,0,0,0
Customer service is amazing,I personally don't like having to clean that much and I have to have a full time job on top of doing the airbnb. It is not profitable. It's less than profitable. But I love meeting new people. ,5,1hb59pn8rjqva800,en,Host,"Lexington, KY",Not profitable,Meeting new people,https://indeed.com/cmp/Airbnb/reviews/customer-service-is-amazing?id=0154b03c4099ad44,2023-09-24T00:00:00,Current Employee,3,1,3,4,5
fun workplace,"Despite all the fun and games, it is a place where work gets done. There are quiet zones for when you need to focus, and the overall energy keeps you motivated throughout the day.",3,1happgmi2jqki800,en,software engineer,Kuala Lumpur,,,https://indeed.com/cmp/Airbnb/reviews/fun-workplace?id=7f85e7c73e6b0eaa,2023-09-20T00:00:00,Former Employee,0,0,0,0,0
Terrible workplace.,"Unless you're good at sucking up to management, your hard work goes unnoticed and unappreciated. Airbnb is a great company for the service it provides, but working for them is a nightmare. They constantly change their policies, perform experiments with new features by using customer's accounts without notifying them beforehand, the list goes on.
",1,1haj5j76njqva801,en,Customer Service Representative,"Albany, NY",,,https://indeed.com/cmp/Airbnb/reviews/terrible-workplace?id=710e7ced2922a535,2023-09-17T00:00:00,Former Employee,0,0,0,0,0
Fufilling,"Airbnb has been a great experience, while it may have been risky at first with the initial investment. The platform and support behind it has been amazing in my experience so far!",5,1hadpi2gujcb9801,en,Super Host,"Mentone, AL",,,https://indeed.com/cmp/Airbnb/reviews/fufilling?id=f13c207b6a5ccc37,2023-09-15T00:00:00,Current Employee,0,0,0,0,0
More work than expectd,It’s a great job but cleaning laundry and property maintenance and even gift baskets all need to be done by host. I wouldn’t trust anyone to do it for you,3,1h9pd5br7i0e1800,en,Host,"Delta, BC",,,https://indeed.com/cmp/Airbnb/reviews/more-work-than-expectd?id=31d16fccd040648b,2023-09-07T00:00:00,Former Employee,0,0,0,0,0
Great Company,I started hosting with Airbnb during the hype of Covid and had a great relationship with the staff. Customer service is great and fees are fair. I think it’s a great company to list your property with.,5,1h9n12o1dghql800,en,Host,"Fort Worth, TX",,,https://indeed.com/cmp/Airbnb/reviews/great-company?id=6526d4f54631bdc2,2023-09-07T00:00:00,Current Employee,0,0,0,0,0
Good job,Good job. It depends on the space you have to host but the because it is short term and not long term the host does not have to commit to long term housing for a tenant.,4,1h9b7b6c2isa5801,en,Host,"Delta, BC",,,https://indeed.com/cmp/Airbnb/reviews/good-job?id=72633948e4def4a4,2023-09-02T00:00:00,Former Employee,0,0,0,0,0
Stress levels depend ,"Sadly, not all departments in this company receive the same amount of calls, some are too stressful, some receive far fewer calls. If you are in the later, lucky. By this, I by no means mean, it would be great to do nothing, but back to back calling can make anyone quit, it is too draining. 

",4,1h91m0q79g4ek800,en,Associate,Colombia,,,https://indeed.com/cmp/Airbnb/reviews/stress-levels-depend?id=c94575ed2e5a502a,2023-08-29T00:00:00,Current Employee,0,0,0,0,0
self paced,"great place. great boss and good pay. Very understanding boss that is a great guy. beautiful house and guest are good. 
hardest part is walking up and down the stairs ",5,1h8qfn2vjk613800,en,Airbnb Host,"Clayton, OK",hardwork,boss,https://indeed.com/cmp/Airbnb/reviews/self-paced?id=2aa7083fc34d5dcf,2023-08-26T00:00:00,Current Employee,5,5,5,5,5
Not a fun time,"The job itself isn't hard but it involves a lot of micromanagement, workplace culture does not exist. The benefits of working here does not exist. The salary is not fair and there are no growing opportunities ",1,1h8cb540uk7h5800,en,Content Moderator,București,"Micro-managing, not a fair salary, company culture is non existent",Small amount voucher to travel on Airbnb,https://indeed.com/cmp/Airbnb/reviews/not-a-fun-time?id=c7124dceeebceb56,2023-08-21T00:00:00,Former Employee,1,1,1,1,1
Fun ,"Loved it very nice to work for most enjoyable job I've ever had very reliable hours . Would clean cabin from top to bottom for next guests they always smiled at the cleanliness work I do
",5,1h7m3r4bs2bbu002,en,Cleaner,"Advocate Harbour, NS",,By the sea,https://indeed.com/cmp/Airbnb/reviews/fun?id=b1790a53fc7dcbab,2023-08-12T00:00:00,Former Employee,5,5,5,5,5
All on your own,"While they do all of the marketing for you, and you don’t have to actively try to get guests if you have a good listing, you are often left on your own to deal with all assortments of issues",3,1h6n7qoasj210800,en,Host,"Sooke, BC",,,https://indeed.com/cmp/Airbnb/reviews/all-on-your-own?id=069624caa8108ef4,2023-07-31T00:00:00,Current Employee,0,0,0,0,0
Productive ,"What is the best part of working at the company?
Air bnb is a good company to work for.

What is the most stressful part about working at the company?
Same day check outs and check ins. 

What is the work environment and culture like at the company?
Good I work alone. The commute is the same everytime.

What is a typical day like for you at the company?
Clean and give reviews of past customers stay.",5,1h6cgv4gukon1801,en,Hostess head housekeeper,"Prineville, OR",,,https://indeed.com/cmp/Airbnb/reviews/productive?id=520590e7d9bbcc2f,2023-07-27T00:00:00,Current Employee,0,0,0,0,0
Trop de pression et de changement.,A peine terminé la formation pour un poste ils vous font passer une autre formation pour un autre. Ils changent les objectifs de prime comme ça leur chante. Le vrai point négatif c’est que la grande majorité de l’effectif sont incompétents ou démotivés et ne vont pas jusqu’au bout de leur dossier. On se retrouve très vite débordé à rattraper les erreurs des autres. ,3,1h66940j2jv77802,fr,Service clients,Wasquehal (59),,,https://indeed.com/cmp/Airbnb/reviews/trop-de-pression-et-de-changement?id=13052bf0a91de171,2023-07-25T00:00:00,Former Employee,0,0,0,0,0
It's a very productive place to work with coworkers and a good support team that considers you as family.  ,"Reliable, dependable, and service-focused nursing professional with excellent patient-care and charting skills gained through 10 + years of experience as a CNA. Compassionate and technically skilled in attending to patients in diverse healthcare settings.  CPR certified (current",5,1h5pmdo44gfqq802,en,CNA - Certified Nursing Assistant,"Auburn, KS",Pay ranges from $16 to $19 an hour,CNA training class was less than 12 weeks,https://indeed.com/cmp/Airbnb/reviews/it-s-a-very-productive-place-to-work-with-coworkers-and-a-good-support-team-that-considers-you-as-family?id=17e0a1113fbd5c64,2023-07-20T00:00:00,Current Employee,5,5,5,5,5
Cada quien es libre de elegir,Cada quien pone en renta un lugar y decide que ponerle. También se decide que servicios ofrecer para una mejor estancia. Es una buena opción para tener ingresos.,4,1h5nm33k5k60j801,es,Host,Ciudad de México,,,https://indeed.com/cmp/Airbnb/reviews/cada-quien-es-libre-de-elegir?id=e07d21600e53efc9,2023-07-19T00:00:00,Current Employee,0,0,0,0,0
Good starting experience,"Good place to start, workflows change frequently and the coworkers and the team leaders were helpful. The work itself is a good starting experience for anyone.",5,1h5a1vtsnk7ja802,en,Costumer Service Representative,"Frances, IN",,,https://indeed.com/cmp/Airbnb/reviews/good-starting-experience?id=5e6495a4fcd7e9a3,2023-07-14T00:00:00,Former Employee,0,0,0,0,0
Tranquil and leisurely work,"I worked for a close families Airbnb, so that's a bonus. Schedule was sporadic but manageable. Pay is fair for the hours (2-3 a day). Overall very relaxed environment.",5,1h4pbg33ukmcj800,en,Housekeeper,"Nanaimo, BC",Sporadic hours,"Tight-knit, efficient",https://indeed.com/cmp/Airbnb/reviews/tranquil-and-leisurely-work?id=66de314edc2589ed,2023-07-07T00:00:00,Former Employee,5,5,5,5,5
Amazing place to work,I learned soooo much at Airbnb and it is my dream to return some day. The culture and leadership are great and the work was fun and engaging. I miss 888!,5,1h4n9eodngfqq800,en,Affiliate Manager,"San Francisco, CA",,,https://indeed.com/cmp/Airbnb/reviews/amazing-place-to-work?id=fc66080e02ff3ade,2023-07-06T00:00:00,Former Employee,0,0,0,0,0
It was a pretty good job that im happy to have done ,"What is the best part of working at the company?
The best part was the freedom and opportunity to meet with new people at the workplace 

What is the most stressful part about working at the company?
Most stressful thing about the position was not having the support of the staff at airbnb, at some point 

What is the work environment and culture like at the company?
Great culture that was always welcome 

What is a typical day like for you at the company?
Work hard and relax after work",5,1h3sutditj21i800,en,Property Manager,"San Fernando Valley, CA",,,https://indeed.com/cmp/Airbnb/reviews/it-was-a-pretty-good-job-that-im-happy-to-have-done?id=98b67d944ccabd99,2023-06-26T00:00:00,Former Employee,0,0,0,0,0
Missing basic sence of work ethics,"Worst place to work. Do not join at all.. join Expedia or Paytm they have better prospects for their employees and better work ethics..

No working Perks are offered to the employees.. ",1,1h3h8bh8ajrgh800,en,Account Manager,"Delhi, Delhi",All,None,https://indeed.com/cmp/Airbnb/reviews/missing-basic-sence-of-work-ethics?id=b70fc298c1da1a11,2023-06-22T00:00:00,Former Employee,1,1,1,1,1
Amazing,"Very employee centric organisation 
I loved working with the company and was able to learn a lot during my tenure with organization.

The culture is amazing there.",4,1h3gejarhkmcj800,en,Senior Operations Executive,"Gurgaon, Haryana",,,https://indeed.com/cmp/Airbnb/reviews/amazing?id=f2f5f5b65e66495a,2023-06-21T00:00:00,Current Employee,3,5,4,4,5
"User friendly app, great help for passive income earners","It makes hosting easier, opens opportunities for passive income earners. The app is user friendly for bother the host and the guest.  Reviews are really helpful.",5,1h3cilf6dgm7i801,en,Host,Pasay City,,,https://indeed.com/cmp/Airbnb/reviews/user-friendly-app-great-help-for-passive-income-earners?id=af4567def46f1366,2023-06-20T00:00:00,Former Employee,0,0,0,0,0
Caring and supportive culture,"The company culture is people focused, website employees are supported in every way to do their jobs. Managers are very approachable and supportive of people in their team",4,1h3444nkpi910800,en,Training lead,"Cork, County Cork",Money could be better!,Very inclusive culture,https://indeed.com/cmp/Airbnb/reviews/caring-and-supportive-culture?id=17c0e68d7ebd1089,2023-06-17T00:00:00,Former Employee,5,4,5,5,5
Great gig and can work own hours,Can make own schedule and set price to preference for booking. Great support and love the ability to be creative. Can make passive income. Awesome environment ,5,1h2giv5ogj32c802,en,Host,"New York, NY",,,https://indeed.com/cmp/Airbnb/reviews/great-gig-and-can-work-own-hours?id=3e12e28214348ae0,2023-06-09T00:00:00,Former Employee,0,0,0,0,0
Good people,"Good experience, you have descounts for travels and its an international environment because its full of people from all over the world. Also god salary and perks
",5,1h2gd701mg3nc800,en,Customer Service,"Saint Margaret's, County Dublin",,,https://indeed.com/cmp/Airbnb/reviews/good-people?id=859e430c23a9efcf,2023-06-09T00:00:00,Former Employee,0,0,0,0,0
productive and cultural workplace,"You learned so much on how you to manage the hospitality service, and administrative work to attend to urgent matters that can satisfy the client's need.",5,1h2b13176l216802,en,Airbnb Host,"San Juan, PR",no benefits,its flexible,https://indeed.com/cmp/Airbnb/reviews/productive-and-cultural-workplace?id=a19c5410648e337d,2023-06-07T00:00:00,Former Employee,5,3,5,3,5
easy work style,"i am the host of airbnb .Most of the days is workday.i learned how to upload property and how to compete with other hosts.
i like let my property clean and tidy ,because it's can enhance my guests satisfy and happy.
we often need learn the policy of airbnb .
compete is the hardest part of the job .
as soon as possible to earned money.",5,1h22drd63ja6b801,en,Host,Melbourne City Centre VIC,busy compete,easy and nice speed,https://indeed.com/cmp/Airbnb/reviews/easy-work-style?id=0dc622c39cbb29aa,2023-06-04T00:00:00,Current Employee,5,5,5,5,5
Great Place,"Great company to have a side-hustle with. Company allows for excellent customer service to both the hosts and guests. The platform is excellent, and fast paced. ",5,1h19ufsa4i475801,en,Host,"Toronto, ON",,,https://indeed.com/cmp/Airbnb/reviews/great-place?id=8332fb5382ec773f,2023-05-25T00:00:00,Former Employee,0,0,0,0,0
